,Name,Mathches_played,Goals,Assist,Yellow_cards,Yellow_to_red,Red_cards,Minutes_played
2524,Jérémy Toulalan,35,0,1,7,0,0,2.912'
2525,Fabio Quagliarella,18,9,1,0,0,0,1.401'
2526,Erik Lamela,34,4,6,8,0,0,2.756'
2527,Emmanuel Adebayor,36,13,0,5,0,0,1.808'
2528,Alessandro Matri,39,20,1,3,0,0,2.973'
2529,Felipe Melo,38,1,1,9,0,1,2.871'
2530,Daniel Osvaldo,25,13,3,4,0,1,1.775'
2531,Raúl Meireles,42,5,5,7,0,0,3.249'
2532,Alberto Gilardino,36,12,5,3,0,0,3.049'
2533,Arda Turan,19,6,3,4,0,0,1.393'
2534,Domenico Criscito,61,1,6,11,0,1,5.286'
2535,Yuri Zhirkov,45,2,13,7,0,0,3.279'
2536,Romelu Lukaku,50,20,7,5,1,0,3.757'
2537,Jérôme Boateng,24,0,0,1,0,0,1.952'
2538,Gervinho,50,18,11,4,0,1,3.749'
2539,Bojan Krkic,37,7,3,2,0,0,1.558'
2540,Mikel Arteta,33,3,4,2,0,1,2.764'
2541,Thiago Motta,29,5,3,10,0,0,2.178'
2542,Kevin-Prince Boateng,34,3,3,11,0,0,2.110'
2543,Jérémy Ménez,43,4,5,6,0,0,2.416'
2544,Gaël Clichy,44,1,2,5,0,0,3.656'
2545,José Antonio Reyes,44,7,9,7,0,2,3.551'
2546,Balázs Dzsudzsák,66,23,21,12,0,0,5.313'
2547,Christopher Samba,46,5,1,4,0,1,3.954'
2548,Wilson Palacios,31,0,0,7,0,0,1.853'
2549,Djibril Cissé,43,26,9,5,0,0,3.803'
2550,Scott Parker,40,7,4,8,0,0,3.443'
2551,Diego Lugano,32,9,1,13,0,1,2.866'
2552,Mauro Zárate,36,9,9,2,0,0,2.583'
2553,Alberto Aquilani,36,2,6,3,0,0,2.854'
2554,Alex Oxlade-Chamberlain,41,10,9,2,0,0,2.670'
2555,Eduardo Vargas,48,27,12,11,0,1,3.890'
2556,Pizzi,35,11,3,4,0,0,2.599'
2557,Papiss Demba Cissé,34,24,1,9,0,0,2.984'
2558,Kévin Gameiro,41,24,5,0,0,0,3.633'
2559,Danilo,37,5,2,7,0,0,3.147'
2560,Marco Borriello,47,17,6,2,0,0,3.152'
2561,Gary Cahill,41,3,0,8,0,1,3.664'
2562,Alex,20,2,1,3,0,0,1.504'
2563,Roman Eremenko,66,6,15,7,0,0,5.450'
2564,Bryan Ruíz,40,10,11,0,0,0,3.268'
2565,Per Mertesacker,39,2,0,1,0,0,3.524'
2566,Eljero Elia,25,2,3,1,0,0,1.736'
2567,André Schürrle,34,15,5,2,0,0,2.569'
2568,Goran Pandev,42,5,9,3,0,0,2.701'
2569,Stefan Savic,31,1,0,2,0,0,2.567'
2570,Vágner Love,38,12,9,10,0,1,3.008'
2571,Moussa Sow,51,26,7,2,0,0,3.443'
2572,Asamoah Gyan,36,11,5,0,0,0,2.313'
2573,Fernando Muslera,36,0,0,0,0,38,3.240'
2574,Adil Rami,47,0,4,7,0,0,4.153'
2575,Steven Defour,32,3,10,7,0,0,2.623'
2576,Borja Valero,53,5,12,11,1,0,4.322'
2577,Alou Diarra,33,4,1,6,1,1,2.888'
2578,Emiliano Viviano,38,0,3,0,0,52,3.406'
2579,Diego Alves,33,0,5,0,0,56,2.970'
2580,Diego,35,6,12,8,0,0,2.991'
2581,Mamadou Niang,39,18,12,5,1,0,3.151'
2582,Peter Crouch,45,11,12,0,1,0,2.649'
2583,Raphaël Varane,24,2,0,3,0,0,2.066'
2584,Miralem Pjanić,39,4,3,4,0,0,1.956'
2585,Maarten Stekelenburg,44,0,0,0,0,41,3.885'
2586,Yohan Cabaye,50,5,11,11,0,0,3.975'
2587,Andrey Arshavin,62,13,22,5,0,0,3.819'
2588,Marco Borriello,47,17,6,2,0,0,3.152'
2589,Charles N'Zogbia,38,10,11,2,0,1,2.927'
2590,Ricardo Álvarez,38,5,7,7,0,0,1.855'
2591,Emmanuel Emenike,45,27,9,6,2,1,3.590'
2592,Axel Witsel,43,12,6,5,0,1,3.816'
2593,Christian Träsch,45,1,3,4,0,0,4.004'
2594,Emiliano Viviano,38,0,3,0,0,52,3.406'
2595,Ezequiel Garay,8,0,0,0,0,0,435'
2596,Didier Zokora,42,0,1,17,0,0,3.161'
2597,Diego Forlán,42,10,5,3,0,0,2.818'
2598,Joaquín,38,5,9,7,0,1,2.656'
2599,Salvatore Sirigu,45,0,2,0,0,74,4.080'
2600,Simon Kjaer,34,1,0,6,0,0,3.011'
2601,Fredy Guarín,44,10,8,7,0,0,2.587'
2602,Vedran Corluka,24,0,1,1,0,0,1.933'
2603,Philippe Mexès,31,2,1,6,2,0,2.548'
2604,Andrea Pirlo,25,1,4,3,0,0,1.791'
2605,Nicolas Anelka,46,16,8,0,0,0,3.304'
2606,Stephan Lichtsteiner,35,0,2,9,0,0,3.008'
2607,Alex Sandro,17,0,1,2,0,0,822'
2608,Joseph Yobo,33,1,0,3,0,0,2.892'
2609,Steven Pienaar,31,2,3,3,0,0,2.432'
2610,Emmanuel Emenike,45,27,9,6,2,1,3.590'
2611,Blerim Dzemaili,31,1,1,8,2,0,2.337'
2612,Dimitri Payet,34,13,6,5,0,0,2.613'
2613,Connor Wickham,41,9,2,8,0,0,2.727'
2614,Brown Ideye,38,17,5,3,0,1,3.060'
2615,Cristián Zapata,38,2,3,6,0,0,3.389'
2616,Miguel Britos,33,3,1,8,0,0,2.915'
2617,Sébastien Frey,13,0,2,0,0,14,1.170'
2618,Roman Pavlyuchenko,48,16,6,7,0,0,2.866'
2619,Kevin De Bruyne,35,6,17,2,1,0,2.551'
2620,Simone Pepe,42,6,2,10,0,0,2.865'
2621,Pablo Piatti,41,10,5,7,0,0,3.264'
2622,Albert Riera,28,6,11,7,0,1,2.152'
2623,Antonio Nocerino,49,4,4,3,1,0,4.329'
2624,Denílson,49,0,0,13,3,0,3.189'
2625,Kevin De Bruyne,35,6,17,2,1,0,2.551'
2626,Lucho González,50,10,7,3,0,0,3.987'
2627,Thibaut Courtois,44,0,0,0,0,47,3.960'
2628,Elias,16,2,0,1,0,0,736'
2629,Fernando Belluschi,46,3,13,9,0,0,3.129'
2630,Roberto,41,0,3,0,0,46,3.666'
2631,Dries Mertens,47,14,24,5,0,0,3.956'
2632,Ricardo Rodríguez,18,2,4,2,0,0,1.467'
2633,André Santos,33,6,0,6,0,0,2.611'
2634,Yuto Nagatomo,35,2,1,2,0,0,2.729'
2635,Sebastian Giovinco,32,7,6,5,0,0,2.454'
2636,John Arne Riise,42,1,9,1,0,0,3.705'
2637,Gaetano D'Agostino,22,5,2,2,0,0,1.397'
2638,Manuel Fernandes,31,3,6,2,0,0,1.795'
2639,Jermaine Jenas,27,0,2,4,0,0,1.663'
2640,Lorik Cana,31,1,0,8,0,1,2.107'
2641,Gaetano D'Agostino,22,5,2,2,0,0,1.397'
2642,Taye Taiwo,41,5,5,7,0,0,3.578'
2643,Yossi Benayoun,10,1,1,0,0,0,361'
2644,Charlie Adam,37,13,8,11,0,0,3.189'
2645,Darío Conca,30,11,9,3,0,0,2.592'
2646,Christian Benítez,39,21,11,10,0,0,3.269'
2647,Sílvio,38,1,2,13,0,0,3.374'
2648,Roger Johnson,45,3,3,6,0,0,4.006'
2649,Blaise Matuidi,37,0,2,7,0,0,3.322'
2650,Mohamed Sissoko,29,0,2,7,0,0,1.599'
2651,Matías Silvestre,38,6,1,7,0,0,3.325'
2652,José Enrique,36,0,3,5,0,0,3.126'
2653,Víctor Ruiz,25,0,0,8,1,0,2.226'
2654,Sebastián Coates,33,1,4,6,0,0,2.931'
2655,Jonathan de Guzmán,36,6,4,6,0,1,3.072'
2656,Nolan Roux,30,6,5,4,0,0,2.463'
2657,Christian Noboa,44,8,4,4,1,0,3.828'
2658,Dani Parejo,44,4,6,10,0,0,3.056'
2659,Bobby Zamora,16,7,7,2,0,0,870'
2660,Rafinha,37,2,2,7,1,0,2.940'
2661,Shaun Wright-Phillips,19,1,0,0,0,0,841'
2662,Vieirinha,47,11,10,9,0,0,4.172'
2663,Diego Capel,38,1,3,4,0,0,2.231'
2664,Kevin Nolan,32,12,2,10,0,0,2.746'
2665,Stéphane Ruffier,38,0,3,0,0,37,3.406'
2666,Mattia Cassani,45,0,5,9,0,0,3.845'
2667,Sergio Floccari,31,8,0,0,0,0,2.204'
2668,Angelo Palombo,42,1,2,3,0,0,3.760'
2669,Guillermo Ochoa,45,0,3,0,0,56,4.050'
2670,Tiago Mendes,39,5,2,12,0,0,2.932'
2671,Joe Cole,33,4,3,2,0,1,1.812'
2672,Philippe Coutinho,20,1,2,1,0,0,1.072'
2673,Fabio Borini,20,18,7,4,0,0,1.604'
2674,Ander Herrera,35,2,2,13,0,2,2.663'
2675,Lucas Piazon,None,None,None,None,None,None,None
2676,Dentinho,2,0,0,0,0,0,149'
2677,Youssef El Arabi,39,17,5,3,0,0,3.358'
2678,Felipe Caicedo,46,20,4,10,0,0,2.988'
2679,Bernd Leno,37,0,3,0,0,46,3.330'
2680,Davide Santon,29,0,0,2,0,0,1.559'
2681,Nedum Onuoha,32,1,2,1,0,0,2.758'
2682,Alan Hutton,26,2,2,3,0,0,2.155'
2683,Jádson,38,8,8,5,0,0,2.309'
2684,Gylfi Sigurdsson,36,12,4,1,0,0,1.870'
2685,Gianluca Curci,41,0,2,0,0,51,3.708'
2686,Sylvain Marveaux,10,1,3,0,0,0,696'
2687,Johan Elmander,45,12,6,5,0,0,3.560'
2688,Alberto Zapater,55,5,4,8,0,0,3.646'
2689,Emanuele Giaccherini,36,7,4,3,1,0,2.908'
2690,Mevlüt Erdinc,54,9,4,2,0,0,3.472'
2691,Kévin Constant,36,2,5,8,0,0,2.486'
2692,Denys Oliynyk,37,13,4,3,0,0,2.520'
2693,Andrea Masiello,39,2,0,6,0,1,3.355'
2694,Tim Matavz,35,20,5,2,0,0,2.647'
2695,Diego Tardelli,13,0,0,0,0,0,519'
2696,Thiago Neves,46,18,7,7,0,0,3.913'
2697,Chu-young Park,35,12,1,3,0,0,3.024'
2698,Nacho Monreal,32,1,2,6,1,0,2.845'
2699,Achille Emaná,32,14,0,5,1,0,2.488'
2700,Robbie Keane,32,7,3,0,0,0,1.597'
2701,Barreto,13,4,1,0,0,0,988'
2702,Maxwell,41,1,4,2,0,0,2.876'
2703,Theo Janssen,46,20,10,8,0,0,4.125'
2704,Martín Cáceres,37,1,4,8,0,0,3.132'
2705,Sergio Romero,31,0,2,0,0,37,2.790'
2706,Jean II Makoun,24,1,2,5,0,1,1.777'
2707,McDonald Mariga,21,1,0,4,0,0,684'
2708,Martín Cáceres,37,1,4,8,0,0,3.132'
2709,Nicklas Bendtner,32,9,5,2,0,0,1.454'
2710,Milan Jovanovic,18,2,2,1,0,0,1.082'
2711,Fernando Gago,7,0,0,2,0,0,193'
2712,Selcuk Inan,38,2,14,5,0,0,3.420'
2713,Mario Santana,31,5,3,4,0,0,2.081'
2714,Demba Ba,33,16,3,1,0,0,2.462'
2715,Jô,42,5,3,3,0,0,1.970'
2716,Joan Capdevila,46,3,3,9,0,0,3.765'
2717,Jorge Martínez,20,0,0,2,0,0,935'
2718,David Bentley,18,1,1,1,0,0,1.195'
2719,McDonald Mariga,21,1,0,4,0,0,684'
2720,Mario Santana,31,5,3,4,0,0,2.081'
2721,Scott Dann,25,2,1,5,0,0,2.235'
2722,Eliaquim Mangala,41,2,2,5,0,0,3.356'
2723,Diniyar Bilyaletdinov,40,3,3,1,0,1,1.763'
2724,Hélder Postiga,43,12,9,11,0,0,3.390'
2725,Craig Gardner,37,10,0,6,1,1,2.764'
2726,Nikica Jelavic,36,25,9,8,0,0,2.867'
2727,Alexander Merkel,19,1,1,1,0,0,1.132'
2728,Demy de Zeeuw,60,7,10,11,0,0,3.972'
2729,Ilkay Gündogan,26,5,3,2,0,0,1.917'
2730,Mehmet Ekici,36,4,11,6,0,0,2.824'
2731,José Callejón,38,6,10,6,0,0,2.982'
2732,Georginio Wijnaldum,37,14,1,2,0,0,3.236'
2733,John O'Shea,34,0,3,2,0,0,2.549'
2734,Matthew Taylor,41,2,5,4,0,0,2.215'
2735,Madjid Bougherra,47,2,3,14,1,0,4.222'
2736,Benoît Pedretti,31,6,6,7,0,0,2.717'
2737,Reto Ziegler,42,1,3,5,0,0,3.675'
2738,Cesare Bovo,43,5,1,16,0,1,3.755'
2739,Reto Ziegler,42,1,3,5,0,0,3.675'
2740,Morgan Amalfitano,42,5,16,10,0,0,3.835'
2741,José Rodolfo Reyes,6,3,0,2,0,0,272'
2742,Jonathan Biabiany,37,2,8,2,0,0,1.963'
2743,Miranda,None,None,None,None,None,None,None
2744,Eduardo,37,0,0,0,0,45,3.330'
2745,Joey Barton,35,5,9,9,0,0,2.988'
2746,Taye Taiwo,41,5,5,7,0,0,3.578'
2747,Sébastien Bassong,20,2,0,1,0,0,1.494'
2748,Carlos Martins,46,3,11,10,0,0,2.569'
2749,Fernando,39,2,2,8,0,0,3.310'
2750,Fernando Torres,32,22,4,7,0,0,2.472'
2751,Zlatan Ibrahimovic,45,21,13,8,0,1,3.282'
2752,David Villa,45,28,2,6,0,1,3.590'
2753,Andy Carroll,42,19,12,7,0,0,3.057'
2754,Edin Dzeko,48,29,13,5,0,0,4.293'
2755,Ángel Di María,45,10,19,10,0,1,3.722'
2756,David Silva,40,10,11,8,1,0,3.176'
2757,Yaya Touré,37,1,7,5,0,0,2.560'
2758,Mario Balotelli,40,11,9,10,1,0,2.075'
2759,Robinho,14,1,3,0,0,0,876'
2760,Ronaldinho,43,15,19,9,0,0,3.481'
2761,Mesut Özil,46,10,29,2,0,0,3.798'
2762,Luis Suárez,48,49,24,12,0,0,4.101'
2763,Javier Mascherano,48,1,2,11,1,1,3.946'
2764,David Luiz,49,3,4,12,0,0,4.385'
2765,Diego,44,7,16,5,0,0,3.471'
2766,Aleksandar Kolarov,41,5,4,9,1,1,3.559'
2767,Emmanuel Adebayor,31,14,6,1,0,1,2.581'
2768,Yoann Gourcuff,43,9,12,4,0,0,3.446'
2769,Bruno Alves,57,7,3,14,1,0,5.131'
2770,Ramires,43,5,6,8,0,0,3.175'
2771,James Milner,49,12,16,8,0,0,4.361'
2772,Darren Bent,40,25,4,5,0,0,3.552'
2773,Joe Cole,40,2,10,3,0,0,2.052'
2774,Carlos Eduardo,43,7,10,4,0,0,3.497'
2775,Adriano,35,1,9,7,0,0,2.592'
2776,Michael Ballack,45,5,8,3,1,0,3.298'
2777,Giampaolo Pazzini,39,21,3,3,1,0,3.333'
2778,Antonio Cassano,33,11,9,3,0,0,2.791'
2779,Sami Khedira,35,3,7,2,0,0,2.891'
2780,Ricardo Carvalho,29,1,1,5,0,0,2.511'
2781,Luiz Gustavo,30,0,1,4,1,1,2.356'
2782,Marco Borriello,35,15,7,4,0,0,2.589'
2783,André-Pierre Gignac,37,12,5,7,0,0,3.149'
2784,Asamoah Gyan,30,13,5,3,0,1,2.187'
2785,Leonardo Bonucci,39,1,1,4,0,0,3.540'
2786,Loïc Rémy,36,16,5,1,0,0,3.054'
2787,Dmytro Chygrynskyi,22,0,0,3,0,0,1.703'
2788,Milos Krasic,25,6,0,4,0,0,1.761'
2789,Jérôme Boateng,41,2,4,7,0,1,3.167'
2790,Rafael van der Vaart,31,7,5,2,0,0,1.467'
2791,Marouane Chamakh,52,16,4,8,0,0,4.067'
2792,João Moutinho,50,9,5,9,0,0,4.392'
2793,Zvjezdan Misimovic,45,14,20,9,0,0,4.055'
2794,Klaas-Jan Huntelaar,30,7,0,2,0,0,1.360'
2795,Albert Riera,16,0,4,0,0,0,896'
2796,Fabio Quagliarella,36,11,6,8,1,0,2.950'
2797,Hernanes,23,4,6,4,0,0,1.928'
2798,Raúl Meireles,39,4,8,11,0,0,3.024'
2799,Andrea Ranocchia,17,2,1,2,0,1,1.491'
2800,Stephen Ireland,30,3,5,0,0,0,1.993'
2801,Alberto Aquilani,27,2,6,1,0,0,1.229'
2802,Stephen Ireland,30,3,5,0,0,0,1.993'
2803,Laurent Koscielny,40,4,0,3,0,1,3.501'
2804,Simon Kjaer,38,2,0,8,1,0,3.401'
2805,Filipe Luís,24,4,2,1,0,0,2.039'
2806,Aiden McGeady,61,9,17,11,1,1,5.133'
2807,Jorge Martínez,26,9,3,4,0,0,1.835'
2808,Aleksandr Bukharov,31,11,6,3,0,0,2.174'
2809,Diego Godín,44,3,3,8,0,1,3.820'
2810,Rafinha,35,2,7,10,0,0,3.000'
2811,Ricardo Quaresma,13,0,0,1,0,0,428'
2812,Lorik Cana,35,0,1,11,0,1,2.985'
2813,Yakubu Aiyegbeni,38,7,7,2,0,0,1.768'
2814,Kevin Kuranyi,53,29,11,6,0,0,4.621'
2815,Craig Bellamy,40,11,14,5,1,0,2.928'
2816,Thierry Henry,44,6,6,5,0,0,2.812'
2817,Miguel Veloso,45,11,5,15,1,0,3.836'
2818,José Manuel Jurado,64,9,8,1,0,0,4.146'
2819,Giuliano,42,12,6,5,0,0,2.571'
2820,Seydou Doumbia,49,37,13,5,1,0,3.979'
2821,Mamadou Niang,46,22,10,8,0,0,3.609'
2822,Edinson Cavani,37,15,2,7,0,0,2.837'
2823,Keirrison,30,5,1,3,0,0,1.302'
2824,Sulley Muntari,42,2,2,8,1,0,1.736'
2825,Obafemi Martins,37,9,4,2,0,0,1.815'
2826,Eduardo,33,6,8,0,0,0,1.636'
2827,Yossi Benayoun,45,9,7,2,0,0,2.829'
2828,Ilsinho,45,6,6,6,0,0,2.712'
2829,Sandro,23,1,1,6,0,0,2.028'
2830,Roberto Soldado,32,20,4,15,0,0,2.731'
2831,Pedro León,42,9,12,10,0,1,3.287'
2832,Nicolás Pareja,43,0,0,14,2,1,3.723'
2833,Jucilei,42,2,8,7,0,0,3.427'
2834,Kenwyne Jones,37,9,8,1,0,1,2.527'
2835,Sergio Floccari,33,14,4,3,0,0,2.254'
2836,Abdul Kader Keita,39,10,14,5,0,1,2.801'
2837,Oleksandr Aliyev,30,14,5,6,1,0,2.314'
2838,Nenê,41,15,4,8,0,0,3.684'
2839,Gaetano D'Agostino,22,1,2,5,0,0,1.763'
2840,Ibrahim Afellay,44,6,6,8,0,0,3.764'
2841,Liedson,46,22,10,7,0,0,4.053'
2842,Robbie Keane,44,25,5,2,0,0,3.026'
2843,Deco,44,4,5,7,0,0,2.927'
2844,John Carew,42,17,5,3,0,0,2.659'
2845,Amauri,40,7,2,5,0,1,2.793'
2846,Zoran Tosic,37,12,8,2,1,0,2.306'
2847,Salvatore Bocchetti,42,3,1,11,1,1,3.435'
2848,Steven Pienaar,38,7,5,9,1,0,3.327'
2849,Artur Boruc,38,0,1,0,0,41,3.383'
2850,Sidney Govou,43,3,5,8,0,0,2.653'
2851,Fábio Simplício,30,4,5,5,0,0,1.892'
2852,Moubarak Boussoufa,53,18,26,10,2,0,4.471'
2853,Heiko Westermann,31,3,3,3,0,0,2.820'
2854,Zvjezdan Misimovic,45,14,20,9,0,0,4.055'
2855,Simone Pepe,36,7,3,5,0,0,2.411'
2856,Ivan Rakitic,33,7,3,4,0,0,2.454'
2857,Marcus Berg,44,10,3,2,0,0,2.458'
2858,Simão,59,7,7,7,1,0,4.313'
2859,Demba Ba,18,5,0,3,0,0,1.296'
2860,Martin Petrov,20,5,6,0,0,0,1.010'
2861,William Gallas,35,4,1,2,0,0,3.059'
2862,Marco Amelia,35,0,2,0,0,56,3.150'
2863,Raúl,39,7,4,2,0,0,1.517'
2864,David Trézéguet,27,10,1,2,0,0,1.645'
2865,Mahamadou Diarra,20,0,0,3,0,0,723'
2866,Davide Santon,15,0,0,0,0,0,945'
2867,Rafael Márquez,35,2,3,6,0,1,2.282'
2868,Bebé,None,None,None,None,None,None,None
2869,Sebastián Blanco,40,8,12,9,1,1,3.192'
2870,Roberto,19,0,3,0,0,26,1.645'
2871,Víctor Ruiz,34,2,0,7,1,0,2.998'
2872,Stéphane Sessègnon,33,3,6,4,0,2,2.728'
2873,Gojko Kacar,30,6,3,4,1,0,2.105'
2874,Patrick Helmes,12,2,0,0,0,0,315'
2875,Alessandro Matri,39,13,6,2,0,0,2.654'
2876,Andrea Barzagli,31,1,0,5,0,0,2.651'
2877,Milan Jovanovic,38,13,5,6,0,0,2.980'
2878,David Bentley,24,3,8,2,0,0,1.715'
2879,Nico Gaitán,33,7,7,1,0,0,2.408'
2880,André,9,5,0,1,0,0,659'
2881,Chris Smalling,20,0,0,2,0,0,1.618'
2882,Nicolás Burdisso,44,2,0,6,0,0,3.834'
2883,Ismaël Bangoura,38,7,4,6,0,0,1.851'
2884,Luís Fabiano,33,18,7,11,0,0,2.311'
2885,Nikola Zigic,26,9,1,8,1,0,1.368'
2886,Dieumerci Mbokani,38,10,10,15,0,0,3.290'
2887,Sébastien Squillaci,21,3,1,6,0,0,1.710'
2888,Alex,23,3,11,3,1,0,1.809'
2889,Barreto,31,14,4,5,0,0,2.435'
2890,Martín Demichelis,34,1,0,7,0,0,2.651'
2891,Carlos Marchena,35,3,2,9,0,1,2.374'
2892,Urby Emanuelson,48,8,8,3,0,1,3.728'
2893,Hugo Almeida,36,11,5,2,0,0,1.804'
2894,Valon Behrami,29,1,1,0,0,0,2.199'
2895,Manuel Fernandes,21,1,0,3,0,1,1.118'
2896,Joseph Yobo,23,2,0,2,0,0,1.722'
2897,Adriano,8,4,2,0,0,0,720'
2898,Luca Toni,27,6,4,4,0,0,1.681'
2899,Jimmy Briand,27,6,10,1,0,0,1.907'
2900,Eduardo,34,0,2,0,0,25,3.090'
2901,Chicharito,28,21,7,7,1,0,2.295'
2902,Wesley,12,1,1,1,0,0,966'
2903,Mario Mandzukic,34,17,7,4,1,0,3.038'
2904,Jonathan Biabiany,30,6,3,4,0,0,2.219'
2905,Jean II Makoun,41,2,3,4,1,0,3.156'
2906,Mousa Dembélé,37,6,5,3,0,1,2.799'
2907,Mehmet Topal,38,1,1,5,0,0,3.019'
2908,Mounir El Hamdaoui,34,23,3,2,1,0,2.965'
2909,Jonathan Biabiany,30,6,3,4,0,0,2.219'
2910,Rod Fanni,39,0,3,3,0,0,3.510'
2911,Mauro Boselli,42,27,7,2,0,0,3.594'
2912,Alberto Zapater,36,4,4,4,0,0,2.533'
2913,Mauro Boselli,42,27,7,2,0,0,3.594'
2914,Diogo,40,4,4,6,1,0,2.297'
2915,Martín Cáceres,21,1,4,3,1,0,1.568'
2916,Antonio Candreva,42,2,5,2,0,0,2.738'
2917,Fernando Cavenaghi,28,7,3,1,0,0,1.523'
2918,James Rodríguez,38,9,8,8,1,0,3.034'
2919,Steven Fletcher,38,12,5,1,0,0,3.103'
2920,Obafemi Martins,37,9,4,2,0,0,1.815'
2921,Andrea Rispoli,36,5,0,1,1,0,2.235'
2922,Ben Foster,17,0,0,0,0,12,1.560'
2923,Marc Janko,45,22,9,9,0,0,3.382'
2924,Blerim Dzemaili,21,0,3,5,0,0,1.493'
2925,Aleksandar Lukovic,47,0,5,10,0,0,4.079'
2926,Oleksandr Gladkyi,30,8,2,5,0,0,1.515'
2927,Elias,41,10,5,9,0,0,3.572'
2928,Luca Antonelli,25,1,1,1,0,0,1.310'
2929,Ryan Babel,38,6,3,2,0,1,1.706'
2930,César Azpilicueta,38,0,1,7,0,0,3.359'
2931,Raffaele Palladino,30,4,3,2,0,0,1.700'
2932,Hatem Ben Arfa,41,7,5,4,0,1,2.078'
2933,Aritz Aduriz,38,13,3,11,0,0,3.096'
2934,Hatem Ben Arfa,41,7,5,4,0,1,2.078'
2935,Sergio García,35,12,0,3,0,0,2.896'
2936,Aleksandr Hleb,36,1,4,5,0,0,2.483'
2937,Sebastian Giovinco,19,1,1,2,0,0,769'
2938,Kenny Miller,45,21,12,5,0,1,3.283'
2939,Christian Gentner,48,7,8,4,0,0,3.973'
2940,Kris Boyd,40,26,8,8,0,0,2.805'
2941,Marko Pantelic,39,21,9,4,0,0,2.791'
2942,Ilsinho,45,6,6,6,0,0,2.712'
2943,Roque Santa Cruz,23,4,0,1,0,0,853'
2944,Joaquín Boghossian,36,17,1,6,0,0,2.813'
2945,Filip Holosko,24,6,1,0,0,0,1.340'
2946,Víctor Montaño,37,12,4,11,0,0,3.112'
2947,Tino Costa,33,7,7,7,1,0,2.839'
2948,Issiar Dia,35,9,7,1,0,0,2.531'
2949,Mattia Destro,29,20,0,5,0,0,2.330'
2950,Felipe,24,0,0,10,0,0,1.780'
2951,Marko Arnautovic,4,1,0,1,0,0,145'
2952,Senijad Ibricic,31,17,5,6,0,0,2.694'
2953,Tuncay Sanli,40,7,5,2,0,0,1.801'
2954,Dudu Cearense,30,5,5,10,0,0,2.576'
2955,Dieumerci Mbokani,38,10,10,15,0,0,3.290'
2956,Emiliano Insúa,44,1,5,5,0,0,3.905'
2957,Luca Cigarini,29,2,0,2,0,0,1.208'
2958,Jonathan de Guzmán,15,3,2,2,0,0,964'
2959,Robert Acquafresca,24,4,2,3,0,0,1.709'
2960,Mark van Bommel,40,2,7,16,0,0,3.536'
2961,Taison,22,3,2,2,0,0,1.094'
2962,Valeri Bojinov,31,8,1,3,0,0,1.431'
2963,Florent Sinama-Pongolle,22,2,0,0,0,0,834'
2964,Sergio Canales,39,10,6,5,0,0,2.596'
2965,Walter,14,4,4,3,0,0,874'
2966,Jorge Valdivia,23,3,1,8,1,0,1.473'
2967,Rodrigo,18,5,0,0,0,0,1.147'
2968,Abdoulay Konko,25,2,1,2,1,0,2.041'
2969,Lacina Traore,36,9,3,4,1,1,1.951'
2970,Guilherme,19,6,2,0,0,0,1.031'
2971,Tomas Kalas,1,0,0,0,0,0,90'
2972,Alexis Ruano,33,1,0,8,2,0,2.493'
2973,Juanfran,36,4,4,5,0,0,2.731'
2974,Jajá,28,16,7,3,0,0,2.482'
2975,Kevin-Prince Boateng,28,5,4,9,0,0,2.303'
2976,Elano,38,6,5,4,0,1,2.358'
2977,Joseba Llorente,40,10,4,10,1,0,2.518'
2978,Arne Friedrich,40,1,2,11,0,0,3.660'
2979,Eduardo Salvio,33,4,1,6,0,0,1.706'
2980,Carlos Salcido,38,0,2,5,0,0,2.973'
2981,Ariza Makukula,30,21,2,11,0,0,2.600'
2982,Antonio Floro Flores,34,9,3,6,0,0,2.299'
2983,Marco Motta,27,0,2,2,0,0,2.004'
2984,Marco Motta,27,0,2,2,0,0,2.004'
2985,Jonas,35,23,13,6,0,1,2.969'
2986,Wayne Bridge,28,0,0,2,0,0,2.373'
2987,Iván Marcano,27,1,0,5,1,1,2.222'
2988,Dimitrios Salpingidis,45,12,8,6,0,0,3.222'
2989,Guti,30,3,9,7,0,0,1.485'
2990,Aaron Ramsey,31,5,4,4,0,0,1.448'
2991,Darío Conca,38,9,19,2,0,0,3.395'
2992,Luca Toni,27,6,4,4,0,0,1.681'
2993,Aaron Ramsey,31,5,4,4,0,0,1.448'
2994,Felipe,24,0,0,10,0,0,1.780'
2995,Henrikh Mkhitaryan,45,24,10,3,0,0,3.912'
2996,Peter Odemwingie,10,0,1,2,0,0,668'
2997,Kevin-Prince Boateng,28,5,4,9,0,0,2.303'
2998,Franco Jara,34,7,3,7,0,1,2.574'
2999,Miroslav Stoch,45,12,5,5,0,0,3.774'
3000,Cristiano Ronaldo,53,26,12,8,1,0,4.319'
3001,Zlatan Ibrahimovic,47,29,11,10,0,0,4.154'
3002,Kaká,36,16,12,4,0,0,2.953'
3003,Karim Benzema,47,23,6,2,0,0,3.744'
3004,Samuel Eto'o,52,36,8,10,0,0,4.026'
3005,Xabi Alonso,47,4,7,8,0,0,3.726'
3006,Mario Gómez,44,35,9,5,0,0,3.774'
3007,Arjen Robben,37,8,10,2,1,0,2.696'
3008,Emmanuel Adebayor,37,16,7,5,1,0,2.711'
3009,Carlos Tevez,51,15,7,8,0,0,3.440'
